x-axis,F1
Hertz,dBV
+865.000E+00,-59.388943E+00
+870.000E+00,-58.980687E+00
+875.000E+00,-58.572431E+00
+880.000E+00,-58.164175E+00
+885.000E+00,-57.755919E+00
+890.000E+00,-57.347663E+00
+895.000E+00,-56.939407E+00
+900.000E+00,-56.531151E+00
+905.000E+00,-56.122895E+00
+910.000E+00,-53.763030E+00
+915.000E+00,-50.920982E+00
+920.000E+00,-48.078934E+00
+925.000E+00,-45.236886E+00
+930.000E+00,-42.394838E+00
+935.000E+00,-39.552790E+00
+940.000E+00,-36.710742E+00
+945.000E+00,-33.868694E+00
+950.000E+00,-31.026646E+00
+955.000E+00,-28.796254E+00
+960.000E+00,-28.261150E+00
+965.000E+00,-27.726046E+00
+970.000E+00,-27.190942E+00
+975.000E+00,-26.655838E+00
+980.000E+00,-26.120734E+00
+985.000E+00,-25.585630E+00
+990.000E+00,-25.050526E+00
+995.000E+00,-24.515422E+00
+1.000000E+03,-23.980318E+00
+1.005000E+03,-24.275046E+00
+1.010000E+03,-24.879206E+00
+1.015000E+03,-25.483366E+00
+1.020000E+03,-26.087526E+00
+1.025000E+03,-26.691686E+00
+1.030000E+03,-27.295846E+00
+1.035000E+03,-27.900006E+00
+1.040000E+03,-28.504166E+00
+1.045000E+03,-29.108326E+00
+1.050000E+03,-30.206386E+00
+1.055000E+03,-33.387634E+00
+1.060000E+03,-36.568882E+00
+1.065000E+03,-39.750130E+00
+1.070000E+03,-42.931378E+00
+1.075000E+03,-46.112626E+00
+1.080000E+03,-49.293874E+00
+1.085000E+03,-52.475122E+00
+1.090000E+03,-55.656370E+00
+1.095000E+03,-58.837618E+00
+1.100000E+03,-59.935444E+00
+1.105000E+03,-59.935444E+00
+1.110000E+03,-59.935444E+00
+1.115000E+03,-59.935444E+00
+1.120000E+03,-59.935444E+00
+1.125000E+03,-59.935444E+00
+1.130000E+03,-59.935444E+00
+1.135000E+03,-59.935444E+00
+1.140000E+03,-59.935444E+00
+1.145000E+03,-59.935444E+00
+1.150000E+03,-59.935444E+00
+1.155000E+03,-59.935444E+00
+1.160000E+03,-59.935444E+00
+1.165000E+03,-59.935444E+00
+1.170000E+03,-59.935444E+00
+1.175000E+03,-59.935444E+00
+1.180000E+03,-59.935444E+00
+1.185000E+03,-59.935444E+00
+1.190000E+03,-59.935444E+00
+1.195000E+03,-59.935444E+00
+1.200000E+03,-59.935444E+00
+1.205000E+03,-59.935444E+00
+1.210000E+03,-59.935444E+00
+1.215000E+03,-59.935444E+00
+1.220000E+03,-59.935444E+00
+1.225000E+03,-59.935444E+00
+1.230000E+03,-59.935444E+00
+1.235000E+03,-59.935444E+00
+1.240000E+03,-59.935444E+00
+1.245000E+03,-59.935444E+00
+1.250000E+03,-59.935444E+00
+1.255000E+03,-59.935444E+00
+1.260000E+03,-59.935444E+00
+1.265000E+03,-59.935444E+00
+1.270000E+03,-59.935444E+00
+1.275000E+03,-59.935444E+00
+1.280000E+03,-59.935444E+00
+1.285000E+03,-59.935444E+00
+1.290000E+03,-59.935444E+00
+1.295000E+03,-59.935444E+00
+1.300000E+03,-59.935444E+00
+1.305000E+03,-59.935444E+00
+1.310000E+03,-59.935444E+00
+1.315000E+03,-59.935444E+00
+1.320000E+03,-59.935444E+00
+1.325000E+03,-59.935444E+00
+1.330000E+03,-59.935444E+00
+1.335000E+03,-59.935444E+00
+1.340000E+03,-59.935444E+00
+1.345000E+03,-59.935444E+00
+1.350000E+03,-59.935444E+00
+1.355000E+03,-59.935444E+00
+1.360000E+03,-59.935444E+00
+1.365000E+03,-59.935444E+00
+1.370000E+03,-59.935444E+00
+1.375000E+03,-59.935444E+00
+1.380000E+03,-59.935444E+00
+1.385000E+03,-59.935444E+00
+1.390000E+03,-59.935444E+00
+1.395000E+03,-59.935444E+00
+1.400000E+03,-59.935444E+00
+1.405000E+03,-59.935444E+00
+1.410000E+03,-59.935444E+00
+1.415000E+03,-59.935444E+00
+1.420000E+03,-59.935444E+00
+1.425000E+03,-59.935444E+00
+1.430000E+03,-59.935444E+00
+1.435000E+03,-59.935444E+00
+1.440000E+03,-59.935444E+00
+1.445000E+03,-59.935444E+00
+1.450000E+03,-59.935444E+00
+1.455000E+03,-59.935444E+00
+1.460000E+03,-59.935444E+00
+1.465000E+03,-59.935444E+00
+1.470000E+03,-59.935444E+00
+1.475000E+03,-59.935444E+00
+1.480000E+03,-59.935444E+00
+1.485000E+03,-59.935444E+00
+1.490000E+03,-59.935444E+00
+1.495000E+03,-59.935444E+00
+1.500000E+03,-59.935444E+00
+1.505000E+03,-59.935444E+00
+1.510000E+03,-59.935444E+00
+1.515000E+03,-59.935444E+00
+1.520000E+03,-59.935444E+00
+1.525000E+03,-59.935444E+00
+1.530000E+03,-59.935444E+00
+1.535000E+03,-59.935444E+00
+1.540000E+03,-59.935444E+00
+1.545000E+03,-59.935444E+00
+1.550000E+03,-59.935444E+00
+1.555000E+03,-59.935444E+00
+1.560000E+03,-59.935444E+00
+1.565000E+03,-59.935444E+00
+1.570000E+03,-59.935444E+00
+1.575000E+03,-59.935444E+00
+1.580000E+03,-59.935444E+00
+1.585000E+03,-59.935444E+00
+1.590000E+03,-59.935444E+00
+1.595000E+03,-59.935444E+00
+1.600000E+03,-59.935444E+00
+1.605000E+03,-59.935444E+00
+1.610000E+03,-59.935444E+00
+1.615000E+03,-59.935444E+00
+1.620000E+03,-59.935444E+00
+1.625000E+03,-59.935444E+00
+1.630000E+03,-59.935444E+00
+1.635000E+03,-59.935444E+00
+1.640000E+03,-59.935444E+00
+1.645000E+03,-59.935444E+00
+1.650000E+03,-59.935444E+00
+1.655000E+03,-59.935444E+00
+1.660000E+03,-59.935444E+00
+1.665000E+03,-59.935444E+00
+1.670000E+03,-59.935444E+00
+1.675000E+03,-59.935444E+00
+1.680000E+03,-59.935444E+00
+1.685000E+03,-59.935444E+00
+1.690000E+03,-59.935444E+00
+1.695000E+03,-59.935444E+00
+1.700000E+03,-59.935444E+00
+1.705000E+03,-59.935444E+00
+1.710000E+03,-59.935444E+00
+1.715000E+03,-59.935444E+00
+1.720000E+03,-59.935444E+00
+1.725000E+03,-59.935444E+00
+1.730000E+03,-59.935444E+00
+1.735000E+03,-59.935444E+00
+1.740000E+03,-59.935444E+00
+1.745000E+03,-59.935444E+00
+1.750000E+03,-59.935444E+00
+1.755000E+03,-59.935444E+00
+1.760000E+03,-59.935444E+00
+1.765000E+03,-59.935444E+00
+1.770000E+03,-59.935444E+00
+1.775000E+03,-59.935444E+00
+1.780000E+03,-59.935444E+00
+1.785000E+03,-59.935444E+00
+1.790000E+03,-59.935444E+00
+1.795000E+03,-59.935444E+00
+1.800000E+03,-59.935444E+00
+1.805000E+03,-59.935444E+00
+1.810000E+03,-59.935444E+00
+1.815000E+03,-59.935444E+00
+1.820000E+03,-59.935444E+00
+1.825000E+03,-59.935444E+00
+1.830000E+03,-59.935444E+00
+1.835000E+03,-59.935444E+00
+1.840000E+03,-59.935444E+00
+1.845000E+03,-59.935444E+00
+1.850000E+03,-59.935444E+00
+1.855000E+03,-59.935444E+00
+1.860000E+03,-59.913951E+00
+1.865000E+03,-59.593247E+00
+1.870000E+03,-59.272543E+00
+1.875000E+03,-58.951839E+00
+1.880000E+03,-58.631135E+00
+1.885000E+03,-58.310431E+00
+1.890000E+03,-57.989727E+00
+1.895000E+03,-57.669023E+00
+1.900000E+03,-57.348319E+00
+1.905000E+03,-57.027615E+00
+1.910000E+03,-55.472571E+00
+1.915000E+03,-52.824123E+00
+1.920000E+03,-50.175675E+00
+1.925000E+03,-47.527227E+00
+1.930000E+03,-44.878779E+00
+1.935000E+03,-42.230331E+00
+1.940000E+03,-39.581883E+00
+1.945000E+03,-36.933435E+00
+1.950000E+03,-34.284987E+00
+1.955000E+03,-31.636539E+00
+1.960000E+03,-31.123243E+00
+1.965000E+03,-30.623851E+00
+1.970000E+03,-30.124459E+00
+1.975000E+03,-29.625067E+00
+1.980000E+03,-29.125675E+00
+1.985000E+03,-28.626283E+00
+1.990000E+03,-28.126891E+00
+1.995000E+03,-27.627499E+00
+2.000000E+03,-27.128107E+00
+2.005000E+03,-27.149145E+00
+2.010000E+03,-27.789081E+00
+2.015000E+03,-28.429017E+00
+2.020000E+03,-29.068953E+00
+2.025000E+03,-29.708889E+00
+2.030000E+03,-30.348825E+00
+2.035000E+03,-30.988761E+00
+2.040000E+03,-31.628697E+00
+2.045000E+03,-32.268633E+00
+2.050000E+03,-32.908569E+00
+2.055000E+03,-35.562180E+00
+2.060000E+03,-38.390788E+00
+2.065000E+03,-41.219396E+00
+2.070000E+03,-44.048004E+00
+2.075000E+03,-46.876612E+00
+2.080000E+03,-49.705220E+00
+2.085000E+03,-52.533828E+00
+2.090000E+03,-55.362436E+00
+2.095000E+03,-58.191044E+00
+2.100000E+03,-59.935444E+00
+2.105000E+03,-59.935444E+00
+2.110000E+03,-59.935444E+00
+2.115000E+03,-59.935444E+00
+2.120000E+03,-59.935444E+00
+2.125000E+03,-59.935444E+00
+2.130000E+03,-59.935444E+00
+2.135000E+03,-59.935444E+00
+2.140000E+03,-59.935444E+00
+2.145000E+03,-59.935444E+00
+2.150000E+03,-59.935444E+00
+2.155000E+03,-59.935444E+00
+2.160000E+03,-59.935444E+00
+2.165000E+03,-59.935444E+00
+2.170000E+03,-59.935444E+00
+2.175000E+03,-59.935444E+00
+2.180000E+03,-59.935444E+00
+2.185000E+03,-59.935444E+00
+2.190000E+03,-59.935444E+00
+2.195000E+03,-59.935444E+00
+2.200000E+03,-59.935444E+00
+2.205000E+03,-59.935444E+00
+2.210000E+03,-59.935444E+00
+2.215000E+03,-59.935444E+00
+2.220000E+03,-59.935444E+00
+2.225000E+03,-59.935444E+00
+2.230000E+03,-59.935444E+00
+2.235000E+03,-59.935444E+00
+2.240000E+03,-59.935444E+00
+2.245000E+03,-59.935444E+00
+2.250000E+03,-59.935444E+00
+2.255000E+03,-59.935444E+00
+2.260000E+03,-59.935444E+00
+2.265000E+03,-59.935444E+00
+2.270000E+03,-59.935444E+00
+2.275000E+03,-59.935444E+00
+2.280000E+03,-59.935444E+00
+2.285000E+03,-59.935444E+00
+2.290000E+03,-59.935444E+00
+2.295000E+03,-59.935444E+00
+2.300000E+03,-59.935444E+00
+2.305000E+03,-59.935444E+00
+2.310000E+03,-59.935444E+00
+2.315000E+03,-59.935444E+00
+2.320000E+03,-59.935444E+00
+2.325000E+03,-59.935444E+00
+2.330000E+03,-59.935444E+00
+2.335000E+03,-59.935444E+00
+2.340000E+03,-59.935444E+00
+2.345000E+03,-59.935444E+00
+2.350000E+03,-59.935444E+00
+2.355000E+03,-59.935444E+00
+2.360000E+03,-59.935444E+00
+2.365000E+03,-59.935444E+00
+2.370000E+03,-59.935444E+00
+2.375000E+03,-59.935444E+00
+2.380000E+03,-59.935444E+00
+2.385000E+03,-59.935444E+00
+2.390000E+03,-59.935444E+00
+2.395000E+03,-59.935444E+00
+2.400000E+03,-59.935444E+00
+2.405000E+03,-59.935444E+00
+2.410000E+03,-59.935444E+00
+2.415000E+03,-59.935444E+00
+2.420000E+03,-59.935444E+00
+2.425000E+03,-59.935444E+00
+2.430000E+03,-59.935444E+00
+2.435000E+03,-59.935444E+00
+2.440000E+03,-59.935444E+00
+2.445000E+03,-59.935444E+00
+2.450000E+03,-59.935444E+00
+2.455000E+03,-59.935444E+00
+2.460000E+03,-59.935444E+00
+2.465000E+03,-59.935444E+00
+2.470000E+03,-59.935444E+00
+2.475000E+03,-59.935444E+00
+2.480000E+03,-59.935444E+00
+2.485000E+03,-59.935444E+00
+2.490000E+03,-59.935444E+00
+2.495000E+03,-59.935444E+00
+2.500000E+03,-59.935444E+00
+2.505000E+03,-59.935444E+00
+2.510000E+03,-59.935444E+00
+2.515000E+03,-59.935444E+00
+2.520000E+03,-59.935444E+00
+2.525000E+03,-59.935444E+00
+2.530000E+03,-59.935444E+00
+2.535000E+03,-59.935444E+00
+2.540000E+03,-59.935444E+00
+2.545000E+03,-59.935444E+00
+2.550000E+03,-59.935444E+00
+2.555000E+03,-59.935444E+00
+2.560000E+03,-59.935444E+00
+2.565000E+03,-59.935444E+00
+2.570000E+03,-59.935444E+00
+2.575000E+03,-59.935444E+00
+2.580000E+03,-59.935444E+00
+2.585000E+03,-59.935444E+00
+2.590000E+03,-59.935444E+00
+2.595000E+03,-59.935444E+00
+2.600000E+03,-59.935444E+00
+2.605000E+03,-59.935444E+00
+2.610000E+03,-59.935444E+00
+2.615000E+03,-59.935444E+00
+2.620000E+03,-59.935444E+00
+2.625000E+03,-59.935444E+00
+2.630000E+03,-59.935444E+00
+2.635000E+03,-59.935444E+00
+2.640000E+03,-59.935444E+00
+2.645000E+03,-59.935444E+00
+2.650000E+03,-59.935444E+00
+2.655000E+03,-59.935444E+00
+2.660000E+03,-59.935444E+00
+2.665000E+03,-59.935444E+00
+2.670000E+03,-59.935444E+00
+2.675000E+03,-59.935444E+00
+2.680000E+03,-59.935444E+00
+2.685000E+03,-59.935444E+00
+2.690000E+03,-59.935444E+00
+2.695000E+03,-59.935444E+00
+2.700000E+03,-59.935444E+00
+2.705000E+03,-59.935444E+00
+2.710000E+03,-59.935444E+00
+2.715000E+03,-59.935444E+00
+2.720000E+03,-59.935444E+00
+2.725000E+03,-59.935444E+00
+2.730000E+03,-59.935444E+00
+2.735000E+03,-59.935444E+00
+2.740000E+03,-59.935444E+00
+2.745000E+03,-59.935444E+00
+2.750000E+03,-59.935444E+00
+2.755000E+03,-59.935444E+00
+2.760000E+03,-59.935444E+00
+2.765000E+03,-59.935444E+00
+2.770000E+03,-59.935444E+00
+2.775000E+03,-59.935444E+00
+2.780000E+03,-59.935444E+00
+2.785000E+03,-59.935444E+00
+2.790000E+03,-59.935444E+00
+2.795000E+03,-59.935444E+00
+2.800000E+03,-59.935444E+00
+2.805000E+03,-59.935444E+00
+2.810000E+03,-59.935444E+00
+2.815000E+03,-59.935444E+00
+2.820000E+03,-59.935444E+00
+2.825000E+03,-59.935444E+00
+2.830000E+03,-59.935444E+00
+2.835000E+03,-59.935444E+00
+2.840000E+03,-59.935444E+00
+2.845000E+03,-59.935444E+00
+2.850000E+03,-59.935444E+00
+2.855000E+03,-59.935444E+00
+2.860000E+03,-59.935444E+00
+2.865000E+03,-59.935444E+00
+2.870000E+03,-59.935444E+00
+2.875000E+03,-59.935444E+00
+2.880000E+03,-59.935444E+00
+2.885000E+03,-59.935444E+00
+2.890000E+03,-59.935444E+00
+2.895000E+03,-59.935444E+00
+2.900000E+03,-59.935444E+00
+2.905000E+03,-59.935444E+00
+2.910000E+03,-59.336131E+00
+2.915000E+03,-57.019203E+00
+2.920000E+03,-54.702275E+00
+2.925000E+03,-52.385347E+00
+2.930000E+03,-50.068419E+00
+2.935000E+03,-47.751491E+00
+2.940000E+03,-45.434563E+00
+2.945000E+03,-43.117635E+00
+2.950000E+03,-40.800707E+00
+2.955000E+03,-38.483779E+00
+2.960000E+03,-37.503045E+00
+2.965000E+03,-37.036997E+00
+2.970000E+03,-36.570949E+00
+2.975000E+03,-36.104901E+00
+2.980000E+03,-35.638853E+00
+2.985000E+03,-35.172805E+00
+2.990000E+03,-34.706757E+00
+2.995000E+03,-34.240709E+00
+3.000000E+03,-33.774661E+00
+3.005000E+03,-33.520033E+00
+3.010000E+03,-34.195681E+00
+3.015000E+03,-34.871329E+00
+3.020000E+03,-35.546977E+00
+3.025000E+03,-36.222625E+00
+3.030000E+03,-36.898273E+00
+3.035000E+03,-37.573921E+00
+3.040000E+03,-38.249569E+00
+3.045000E+03,-38.925217E+00
+3.050000E+03,-39.600865E+00
+3.055000E+03,-41.204868E+00
+3.060000E+03,-43.312196E+00
+3.065000E+03,-45.419524E+00
+3.070000E+03,-47.526852E+00
+3.075000E+03,-49.634180E+00
+3.080000E+03,-51.741508E+00
+3.085000E+03,-53.848836E+00
+3.090000E+03,-55.956164E+00
+3.095000E+03,-58.063492E+00
+3.100000E+03,-59.935444E+00
+3.105000E+03,-59.935444E+00
+3.110000E+03,-59.935444E+00
+3.115000E+03,-59.935444E+00
+3.120000E+03,-59.935444E+00
+3.125000E+03,-59.935444E+00
+3.130000E+03,-59.935444E+00
+3.135000E+03,-59.935444E+00
+3.140000E+03,-59.935444E+00
+3.145000E+03,-59.935444E+00
+3.150000E+03,-59.935444E+00
+3.155000E+03,-59.935444E+00
+3.160000E+03,-59.935444E+00
+3.165000E+03,-59.935444E+00
+3.170000E+03,-59.935444E+00
+3.175000E+03,-59.935444E+00
+3.180000E+03,-59.935444E+00
+3.185000E+03,-59.935444E+00
+3.190000E+03,-59.935444E+00
+3.195000E+03,-59.935444E+00
+3.200000E+03,-59.935444E+00
+3.205000E+03,-59.935444E+00
+3.210000E+03,-59.935444E+00
+3.215000E+03,-59.935444E+00
+3.220000E+03,-59.935444E+00
+3.225000E+03,-59.935444E+00
+3.230000E+03,-59.935444E+00
+3.235000E+03,-59.935444E+00
+3.240000E+03,-59.935444E+00
+3.245000E+03,-59.935444E+00
+3.250000E+03,-59.935444E+00
+3.255000E+03,-59.935444E+00
+3.260000E+03,-59.935444E+00
+3.265000E+03,-59.935444E+00
+3.270000E+03,-59.935444E+00
+3.275000E+03,-59.935444E+00
+3.280000E+03,-59.935444E+00
+3.285000E+03,-59.935444E+00
+3.290000E+03,-59.935444E+00
+3.295000E+03,-59.935444E+00
+3.300000E+03,-59.935444E+00
+3.305000E+03,-59.935444E+00
+3.310000E+03,-59.935444E+00
+3.315000E+03,-59.935444E+00
+3.320000E+03,-59.935444E+00
+3.325000E+03,-59.935444E+00
+3.330000E+03,-59.935444E+00
+3.335000E+03,-59.935444E+00
+3.340000E+03,-59.935444E+00
+3.345000E+03,-59.935444E+00
+3.350000E+03,-59.935444E+00
+3.355000E+03,-59.935444E+00
+3.360000E+03,-59.935444E+00
+3.365000E+03,-59.935444E+00
+3.370000E+03,-59.935444E+00
+3.375000E+03,-59.935444E+00
+3.380000E+03,-59.935444E+00
+3.385000E+03,-59.935444E+00
+3.390000E+03,-59.935444E+00
+3.395000E+03,-59.935444E+00
+3.400000E+03,-59.935444E+00
+3.405000E+03,-59.935444E+00
+3.410000E+03,-59.935444E+00
+3.415000E+03,-59.935444E+00
+3.420000E+03,-59.935444E+00
+3.425000E+03,-59.935444E+00
+3.430000E+03,-59.935444E+00
+3.435000E+03,-59.935444E+00
+3.440000E+03,-59.935444E+00
+3.445000E+03,-59.935444E+00
+3.450000E+03,-59.935444E+00
+3.455000E+03,-59.935444E+00
+3.460000E+03,-59.935444E+00
+3.465000E+03,-59.935444E+00
+3.470000E+03,-59.935444E+00
+3.475000E+03,-59.935444E+00
+3.480000E+03,-59.935444E+00
+3.485000E+03,-59.935444E+00
+3.490000E+03,-59.935444E+00
+3.495000E+03,-59.935444E+00
+3.500000E+03,-59.935444E+00
+3.505000E+03,-59.935444E+00
+3.510000E+03,-59.935444E+00
+3.515000E+03,-59.935444E+00
+3.520000E+03,-59.935444E+00
+3.525000E+03,-59.935444E+00
+3.530000E+03,-59.935444E+00
+3.535000E+03,-59.935444E+00
+3.540000E+03,-59.935444E+00
+3.545000E+03,-59.935444E+00
+3.550000E+03,-59.935444E+00
+3.555000E+03,-59.935444E+00
+3.560000E+03,-59.935444E+00
+3.565000E+03,-59.935444E+00
+3.570000E+03,-59.935444E+00
+3.575000E+03,-59.935444E+00
+3.580000E+03,-59.935444E+00
+3.585000E+03,-59.935444E+00
+3.590000E+03,-59.935444E+00
+3.595000E+03,-59.935444E+00
+3.600000E+03,-59.935444E+00
+3.605000E+03,-59.935444E+00
+3.610000E+03,-59.935444E+00
+3.615000E+03,-59.935444E+00
+3.620000E+03,-59.935444E+00
+3.625000E+03,-59.935444E+00
+3.630000E+03,-59.935444E+00
+3.635000E+03,-59.935444E+00
+3.640000E+03,-59.935444E+00
+3.645000E+03,-59.935444E+00
+3.650000E+03,-59.935444E+00
+3.655000E+03,-59.935444E+00
+3.660000E+03,-59.935444E+00
+3.665000E+03,-59.935444E+00
+3.670000E+03,-59.935444E+00
+3.675000E+03,-59.935444E+00
+3.680000E+03,-59.935444E+00
+3.685000E+03,-59.935444E+00
+3.690000E+03,-59.935444E+00
+3.695000E+03,-59.935444E+00
+3.700000E+03,-59.935444E+00
+3.705000E+03,-59.935444E+00
+3.710000E+03,-59.935444E+00
+3.715000E+03,-59.935444E+00
+3.720000E+03,-59.935444E+00
+3.725000E+03,-59.935444E+00
+3.730000E+03,-59.935444E+00
+3.735000E+03,-59.935444E+00
+3.740000E+03,-59.935444E+00
+3.745000E+03,-59.935444E+00
+3.750000E+03,-59.935444E+00
+3.755000E+03,-59.935444E+00
+3.760000E+03,-59.935444E+00
+3.765000E+03,-59.935444E+00
+3.770000E+03,-59.935444E+00
+3.775000E+03,-59.935444E+00
+3.780000E+03,-59.935444E+00
+3.785000E+03,-59.935444E+00
+3.790000E+03,-59.935444E+00
+3.795000E+03,-59.935444E+00
+3.800000E+03,-59.935444E+00
+3.805000E+03,-59.935444E+00
+3.810000E+03,-59.935444E+00
+3.815000E+03,-59.935444E+00
+3.820000E+03,-59.935444E+00
+3.825000E+03,-59.935444E+00
+3.830000E+03,-59.935444E+00
+3.835000E+03,-59.935444E+00
+3.840000E+03,-59.935444E+00
+3.845000E+03,-59.935444E+00
+3.850000E+03,-59.935444E+00
+3.855000E+03,-59.935444E+00
+3.860000E+03,-59.935444E+00
+3.865000E+03,-59.935444E+00
+3.870000E+03,-59.935444E+00
+3.875000E+03,-59.935444E+00
+3.880000E+03,-59.935444E+00
+3.885000E+03,-59.935444E+00
+3.890000E+03,-59.935444E+00
+3.895000E+03,-59.935444E+00
+3.900000E+03,-59.935444E+00
+3.905000E+03,-59.935444E+00
+3.910000E+03,-59.935444E+00
+3.915000E+03,-59.935444E+00
+3.920000E+03,-59.935444E+00
+3.925000E+03,-59.935444E+00
+3.930000E+03,-59.935444E+00
